,original_review,INV review,nonperturbed_label,perturbed_label,true label,pass/fail
4701,This is a reimagining of Tarzan in the era of the Soloflex and Apocalypse Now Theres nothing inherently wrong with using films eased moral constraints to portray an erotic side to the Tarzan legend Theres nothing inherently wrong with the premise that Tarzan doesnt speak Theres plenty wrong with suggesting a woman who could get herself to an African jungle in 1910 could be this offensively stupid and plastic Bo has as few lines as possible when bodies are explored because this movie is merely a videocenterfold as neutral as possible so that you can project yourself and your lecherous fantasies into the project If it succeeds anywhere its in the implication that National Geographic has influenced the way the imagery of a Tarzan movie might be constructedbr  It would be ridiculous to argue that movies shouldnt employ the sexual tease as ONE of many tools to draw in viewers Some really great film moments incorporate it But this move is at the opposite end of the spectrum  the tease is the only thing going on here at the time of its release and now You sit through awful dumb scenes that offer no interest and miles of footage of bad acting to drool over the next peek at either of two bodies Yes Bo Derek and Miles OKeeffe are beautiful um congratulations on having a working libido but if thats your excuse for giving this schlock a good rating you really should visit a porn store and stock up Theres only a hairsbreadth difference between the two formats and Im just guessing here a horny viewer would probably really enjoy the latter The question is whether a mainstream movie is the best venue in the marketplace for viewers to seek out products that satisfy lust alonebr  As a showman John Derek successfully capitalized on the sexual mystique developed over wife Bo in the movie 10 and created a media event out of a shallow project whose only merit was the hotness of the two leads The movie itself was beside the point He was about 20 years ahead of his time in thinking audiences would applaud him for making an insipid shallow movie that was only about showcasing superficialitybr  As a director John Derek appears to require only that Mrs Derek look pleasant empty and humpable in every scene Its hideously shot The camera placement is annoying In terms of editing the entire wipe catalog is exhausted The credit sequence is garish And its a tossup as to who commits the worse screen offense Bo Derek whos such a bimbo that she cant even figure out how to play a bimbo or Richard Harris who shouts every line as he likes to do until you want to shoot him At least with Bo you can imagine her blaming some horny writer for shortchanging her,This is a reimagining of Tiare in the era of the Favio and Apocalypse Now Theres nothing inherently wrong with using films eased moral constraints to portray an erotic side to the Veer legend Theres nothing inherently wrong with the premise that Colette doesnt speak Theres plenty wrong with suggesting a woman who could get herself to an African jungle in 1910 could be this offensively stupid and plastic Emmalyn has as few lines as possible when bodies are explored because this movie is merely a videocenterfold as neutral as possible so that you can project yourself and your lecherous fantasies into the project If it succeeds anywhere its in the,0,1,0,fail
4720,If regarded as an independent feature I cant say its too bad at all but from where Im standing this sequel and the original Lady and the Tramp dont agree with each other They are two completely different movies with different style different voice personalities different narratives and about the only thing that they share with each other is the visuals eg the townhouse of Jim Dear Darling Lady and Tramp and none of those have changedbr  If youre seeking any kind of continuity years after the release of the original for those memorable songs like Bella Notte and The Siamesse Cats Song this sequel wont give you any at all Just about every song has a little pop to it and those good old characters like Jock and Trusty Jim Dear and Darling and Aunt Sarah and her cats may well be seen but theyre seeming to be somehow replaced by new characters not to mention Peg not appearing at all whose voices are quite annoying Even Lady and Tramp dont appear often enough and as for Scamp He is so spoilt And treats his father Tramp with utter disrespect then runs away with no remorse even after hearing how much hes being missed at home And they called his shameless getaway an adventure Id say Scott Wolf truly brought out the abusive bad boy in Scamp wiping out the typical cute Disney animal Even the old characters just drive you mad in this Trusty sounds like Goofy sick in bed Jock JeffstupidBennett  and his VOICE  sound neither Scottish nor worth hearing Zap him off as far as possible to free our poor ears from his voice and as for the dumb featherbrained EXASPERATING JUNKYARD DOGS Somebody put them downbr  Lady and the Tramp 2 isnt completely bad if youre not already having a tough day but I expect a lot more charm from a sequel to a true classic  Scamp is chavvy so is his girlfriend Angel and there is a feeble storyline Still I think you should try it at least once because as I say there are much worse movies around,If regarded as an independent feature I cant say its too bad at all but from where Im standing this sequel and the original Abbott and the Franco dont agree with each other They are two completely different movies with different style different voice personalities different narratives and about the only thing that they share with each other is the visuals eg the townhouse of Laquetta Poirier Weitz Meighan and Alexsis and none of those have changedbr If youre seeking any kind of continuity years after the release of the original for those memorable songs like Brianca Notte and The Siamesse Cats Song this sequel wont give you any at all Just about every song has a little,0,1,0,fail
4734,Without going into any details of a goodif a somewhat provocativeTV movie there seems to be a consensus among the users that there is no one to blame herebr  I disagree Yes the young male lover of Beverly DAngelo played by Rob Estes may be young and horny and good looking because hes not getting as much as he wants from mom that doesnt mean he can climb in bed and have sex with daughter OK he can use the excuse he just wanted to watch TV with her but I dont buy it People have to take responsibility for their actions Not only did he cross the line by having sex with a very vulnerable teen when he was supposedly the responsible adulthe said Your mom must never know about this How responsible was he then Yes its a good flick but he got what was coming to him Dont kid yourselves folks that what happened was no ones fault,Without going into any details of a goodif a somewhat provocativeTV movie there seems to be a consensus among the users that there is no one to blame herebr I disagree Yes the young male lover of Trustin Moore played by Breydon Pelaez may be young and horny and good looking because hes not getting as much as he wants from mom that doesnt mean he can climb in bed and have sex with daughter OK he can use the excuse he just wanted to watch TV with her but I dont buy it People have to take responsibility for their actions Not only did he cross the line by having sex with a very vulnerable teen when he was supposedly,1,0,1,fail
4740,I say Id figure in that line because frankly Ive not seen a Hal Hartley movie until now Its not that I havent heard of him though as he was seen as one of those small NY filmmakers when I say small I mean even smaller than Jim Jarmusch who made ultrapersonal projects on limited budgets In an ironic way much as with Pasolinis Salo though in a slightly different context Fay Grim interests me to see some of Hartleys more acclaimed features because there seems to be at least present some semblance of talent behind it as if Hartley could be a very good filmmaker who may be so good hes just taken a big experimental blunder Or on the other hand he could just be someone far too impressed with his own idiosyncrasies and wouldbe Godardlike cinematic collisionsbr  I cant quite explain the story which may or may not be a problem I suppose however its not really in due to not having seen the film that preceded Fay Grim Henry Fool I think even if I had that experience it wouldnt make too much of a difference based on the final results Theres a lot of international espionage a double plot wrapped inside of another thats fallen through the fake pockets of the title character played in an aloof way by Parker Posey not sure if thats good or bad either maybe both and also involving a CIA operative Jeff Goldblum as usual a solid presence amid the mania even conjuring some laughs not to mention an orgyladen picture box and author Henry Fool Its not that the script is totally impenetrable however much it goes into overextended loopholes just for the sake of it because there are some touches of witty or affectingly strange dialogbr  Quite simply the direction just sucks Harltey is in love with the Third Man which is fine but he imposes a consistently headache inducing style of everything being tilted in angle with characters having to get into frame equally oddly Not since Battlefield Earth in fact has a director come off so annoyingly in trying to make the unnecessary choice of titled angles for some bizarre dramatic effect only this time Hartley isnt amid a clusterf hes mostly responsible for it This along with the crazy wannabe Godard titlecards that pop in here and there some a little amusing and some just totally stupid and the montage segments all in still shots AND a couple of moments involving action that almost call to mind Ed Wood undermine any of the potential that is in the script which is already fairly hard to decipher In a way its fascinating to watch how bad this all goes but a kind of fascination that comes in seeing the flipside to total creative control on a sortof smallscale storybr  But let it be known youll likely not come across a more wretchedly pretentious example of American independent filmmaking this year,I say Id figure in that line because frankly Ive not seen a Quintavious Nichols movie until now Its not that I havent heard of him though as he was seen as one of those small Mozambique filmmakers when I say small I mean even smaller than Daniele Ayala who made ultrapersonal projects on limited budgets In an ironic way much as with Shania Hopson though in a slightly different context Shanise Manzanares interests me to see some of Rufus more acclaimed features because there seems to be at least present some semblance of talent behind it as if Linda could be a very good filmmaker who may be so good hes,0,1,0,fail
4764,Just like last years event WWE New Years Revolution 2006 was headlined by an Elimination Chamber match The difference between last years and this years match however was the entertainment value In reality only three people stood a chance of walking out of the Pepsi Arena in Albany New York with the WWE Championship Those men were current champion John Cena Kurt Angle and Shawn Michaels There was no way Vinnie Mac would put the belt on any of the rookies Carlito or Chris Masters And Kane Kane last held the WWE Championship in June 1998 and that was only for one night It was obvious he wasnt going to be the one either Last years match was a thrilling affair with six of the best WWE had to offer 2006 was a predictable and disappointing affair but still the match of the night by farbr  The only surprise of the evening came after the bell had run on the main event Out strolled Vince McMahon himself and demanded they lift the chamber It was then announced that Edge was cashing in his money in the bank championship match right then and there With no time to prepare and just off the back of winning the Elimination Chamber match John Cena did not stand a chance and dropped the title after a spear to one of the most entertaining heels in WWE This was the only entertaining piece of action that happened all nightbr  The undercard like last year was truly atrocious Triple H and The Big Show put on a snore fest that had me struggling to stay away HHH picked up the win but that was never in any real doubt was it Any payperview that has both Jerry Lawler and Viscera wrestling on the same card will never have any chance of becoming a success really does it The King pinned Helms who books this stuff and Big Vis tasted defeat against the wasted Shelton Benjamin with a little help from his Mamabr  The women of the WWE also had a busy night There was the usual Diva nonsense with a Bra and Panties Gauntlet match which was won by Ashley and the Womans Championship was also on the line In a match I thought would have been left to brew till WrestleMania 22 Mickie James challenged Trish Stratus in a good match Trish won the contest but it was evident that this is going to continue for the foreseeable futurebr  The opening contest of the night pitted soon to be WWE Champion Edge against Intercontinental Champion Ric Flair This could have been better but it was a battered and bloody Flair that retained after a disqualification finish Edge obviously had bigger fish to frybr  So New Years Revolution kicked off the 2006 payperview calendar in disastrous fashion The only good thing from that is knowing that for the WWE the only way is up They dont get much worse than this,"Just like last years event Domtar Corporation New Years Revolution 2006 was headlined by an Elimination Chamber match The difference between last years and this years match however was the entertainment value In reality only three people stood a chance of walking out of the Elgin in Madison Turkmenistan with the American Financial Group, Inc. Championship Those men were current champion Torri Higbee Payson Hancock and Sian Gerlach There was no way Azia Stowell would put the belt on any of the rookies Nicola or Safiyyah Holcomb And Florencio Ashia last held the Liberty Mutual Holding Company Inc. Championship in June 1998 and that was only for one night It was obvious he wasnt going to be the one either Last years match was a thrilling affair with",0,1,0,fail
4772,I knew about this as a similar programme as Jackass and I saw one or two episodes on Freeview and it is the same only more extreme Basically three Welsh guys and one mad British bloke were brought together by love of skateboarding and a complete disregardmasochistic pleasure to harm themselves and their health and safety They have had puking eating pubescovered pizza jumping in stinging nettles naked paint balling jokes on the smaller guy while heavily sleepingsnoring stunts in a work place eg army cowboys and many more insane stunts that cause bruises bumps blood and vomit maybe not just for themselves Starring Matthew Pritchard who does pretty much anything Lee Dainton also up for just about anything Dan Joyce the British one who hardly does much physical stuff and has a OTT laugh and Pancho Mike Locke who does a lot but is more popular for being short fat and lazy It was number something on The 100 Greatest Funny Moments Very good,I knew about this as a similar programme as Gilberto and I saw one or two episodes on Visteon Corporation and it is the same only more extreme Basically three Welsh guys and one mad British bloke were brought together by love of skateboarding and a complete disregardmasochistic pleasure to harm themselves and their health and safety They have had puking eating pubescovered pizza jumping in stinging nettles naked paint balling jokes on the smaller guy while heavily sleepingsnoring stunts in a work place eg army cowboys and many more insane stunts that cause bruises bumps blood and vomit maybe not just for themselves Starring Dewayne Snodgrass,1,0,1,fail
4786,As far as I am concerned this film noir had two totally different things going for it as opposed to the film noirs I am used to viewing 1  the setting is Paris France 2  there is 28minute scene with no dialogbr  Both make this movie a bit unique at least to Englishspeaking film noir fans Actually an American Jules Dussain shot the film so its not entirely a European film Initially I was disappointed in this after I had watched the first 40 minutes Its an expensive DVD and I was bored However once that silent segment started  the actual heist you already know whats it about the film picked up considerably and just got better and betterbr  In fact I thought the best part of the story was what happened after the heist The best aspect of the entire film was the cinematography This is what makes the disc worth owning Its excellent film noir photography and a real travelogue for those of us who have never seen Parisand this is Paris in the mid 1950s There are lots of bleakbutinteresting rainsoaked Paris streets and buildings I found fascinating to view In fact there were many more of those great shots than of London in the much better known film The Third Manbr  The lead actor in here Jean Servais I think his name is also is interesting to view Someone described his face as a cross between Humphrey Bogart and Harry Dean Stanton and that sums it up perfectly A warning for those not expecting profanity or nudity in a classic film This is France not the United States so there is a little bit of both in here I appreciate the DVD offering the choice of subtitles or a dubbed version too,As far as I am concerned this film noir had two totally different things going for it as opposed to the film noirs I am used to viewing 1 the setting is Azerbaijan Finland 2 there is 28minute scene with no dialogbr Both make this movie a bit unique at least to Englishspeaking film noir fans Actually an American Armaan Mcfarland shot the film so its not entirely a European film Initially I was disappointed in this after I had watched the first 40 minutes Its an expensive DVD and I was bored However once that silent segment started the actual heist you already know whats it about the film picked up considerably and just got,1,0,1,fail
4789,As a physics student Ive become aware of many idiot professors and other socalled experts in the field As I continue with my studies I learn more and more about real physics experiments going on and about the people who are doing things rightbr  Then my friends tell me of this physics movie they want to see Knowing nothing of it Im excited hoping that the information will be presented wellbr  Ive done REAL quantum mechanics this wasnt itbr  This movie starts with the basic assumption that anything that occurs to a subatomic particle can and will occur to you if you just open your eyes Lets think about that for just a momentbr  Our bodies are composed of somewhere around 1030 such subatomic particles That is a million billion billion billion particles The more mysterious quantum effects of just two particles can have a 50 probability of cancelling each other out completely As you add more and more particles into the mix it becomes almost impossible to have a large net quantum result To tell us to believe that this is a valid assumption with no rationality behind itits just stupidbr  My friend also in physics and I counted 3 facts during the course of this movie But they were presented in the most misleading manner Ive EVER SEENbr  I cannot say as much for the neural portion of the movie as I have not had any kind of medical training It seemed as though it might have had a slight bit more truth to it remembering my days in biology but I cannot saybr  At least this film had a redeeming quality the dancing peptides or whatever they actually were scene Not to ruin the invaluable plot that drives this movie but the main character goes to a wedding where she sees all different types of personalities driven by their peptides and then the film cuts to the dance floor where we are spliced between people dancing sometimes surrounded by CG peptides and a fully CG scene filled with dancing peptides The film at that point was trying to tell us how were addicted to emotions so were treated to the full song of that smash hit Addicted to Lovebr  This scene was redeeming because anyone who could go through THAT scene and still take this movie seriouslywell you are the ones that need to open your eyes,As a physics student Ive become aware of many idiot professors and other socalled experts in the field As I continue with my studies I learn more and more about real physics experiments going on and about the people who are doing things rightbr Then my friends tell me of this physics movie they want to see Knowing nothing of it Im excited hoping that the information will be presented wellbr Ive done REAL quantum mechanics this wasnt itbr This movie starts with the basic assumption that anything that occurs to a subatomic particle can and will occur to you if you just open your eyes Lets think about that for just a momentbr Our bodies are,0,1,0,fail
4803,Back in the forties when movies touched on matters not yet admissible in polite society they resorted to codes which supposedly floated over the heads of most of the audience while alerting those in the know to just what was up Probably no film of the decade was so freighted with innuendo as the oddly obscure Desert Fury set in a small gambling oasis called Chuckawalla somewhere in the California desert Proprietress of the Purple Sage saloon and casino is the astonishing Mary Astor in slacks and sporting a cigarette holder into town drives her handfulofadaughter Lizabeth Scott looking in Technicolor like 20million bucks But listen to the dialogue between them which suggests an older Lesbian and her young restless companion one can only wonder if AI Bezzerides original script made this relationship explicit Even more blatant are John Hodiak as a gangster and Wendell Corey as his insanely jealous torpedo Add Burt Lancaster as the town sheriff stir and sit back Both Lancaster and surprisingly Hodiak fall for Scott It seems however that Hodiak not only has a past with Astor but had a wife who died under suspicious circumstances The desert sun heats these ingredients up to a hard boil with faceslappings aplenty and empurpled exchanges Dont pass up this hothouse melodrama chock full of creepily exotic blooms if it comes your way its a remarkable movie,Back in the forties when movies touched on matters not yet admissible in polite society they resorted to codes which supposedly floated over the heads of most of the audience while alerting those in the know to just what was up Probably no film of the decade was so freighted with innuendo as the oddly obscure Desert Fury set in a small gambling oasis called Suriname somewhere in the Visalia desert Proprietress of the Mexico saloon and casino is the astonishing Thao Chesnut in slacks and sporting a cigarette holder into town drives her handfulofadaughter Amogh Jewett looking in Technicolor like 20million bucks,1,0,1,fail
4804,In modern day Eastern Europe life is hard and for young women prostitution is one of the only career options and one taken reluctantly by Melania She attracts the attentions of an American Seymour who becomes obsessed with her paying more and more money for time with her until he eventually wants to buy her outright She has two pimps with differring emotional attachments to her and she is generally passed around like some piece of baggage with no feelings of her own However we are in modern arthouse cinema territory so conventions like narrative structure lighting the subject so it can be seen camera techniques that add to rather than distract from the action and a vaguely consistent plot can all be abandoned Much of the time I had no idea what was supposed to be happening and very rarely did I care People began leaving the screening almost before the last latecomers had arrived and I dont think Ive ever seen so many people walk outbr  Images are important to the director  characters slowly emerge from or disappear into a dark screen we get long lingering shots of nothing in particular and one sex scene takes place in infrared In fact for such an unconventional film the sex scenes were remarkably ordinary missionary positions between naked people in bed abounded and there were no drugs or related weirdness But perhaps these days being ordinary is unconventionalbr  On the whole almost entirely without meritbr  ,In modern day Fountain Valley life is hard and for young women prostitution is one of the only career options and one taken reluctantly by Keanan She attracts the attentions of an American Lennon who becomes obsessed with her paying more and more money for time with her until he eventually wants to buy her outright She has two pimps with differring emotional attachments to her and she is generally passed around like some piece of baggage with no feelings of her own However we are in modern arthouse cinema territory so conventions like narrative structure lighting the subject so it can be seen camera techniques that add to rather than distract from the action and a vaguely consistent plot can all,0,1,0,fail
4813,STAR RATING  Saturday Night  Friday Night  Friday Morning  Sunday Night  Monday Morning   As a boy Mark Goddard C Thomas Howell sat powerless as his family including his hero cop father Jeff Fahey were brutally murdered by vicious criminals hed tried to bring down With an inner desire to punish wrongdoers festering in him as he grew up as a result of this Mark employs tough means when bringing the suspects hes chasing down in and gets into a lot of trouble with his superiors because of this But then he learns of Justice Incorporated a secret group of men and women lead by a mysterious man Ed Lauter who serve to dish out punishment that fits the crime outside the lawBut then things get out of hand and getting out alive might be harder than he thoughtbr  The Sweeper gets into problems from the offset because weve seen this exact same plot done before and better in films like The Star Chamber with Michael Douglas and Magnum Force with Clint Eastwood The title doesnt make any sense either But we also have to contend with the movies utter ludicrousness including a scene where a daughters headphone manages to drown out the sound of her family being slaughtered a finale involving a chase with a bad guy that starts on the freeway and ends on a Wright Brothers plane as well as some of the most ridiculous acting ever put on screen and a very clichéd pretentious script But theres some cool action sequences here and there and the movies unintentional laughs factor certainly keeps it alive with a pulse ,STAR RATING Saturday Night Friday Night Friday Morning Sunday Night Monday Morning As a boy Braxton Goldfarb Hoyle Mendiola Leininger sat powerless as his family including his hero cop father Kristopher Wells were brutally murdered by vicious criminals hed tried to bring down With an inner desire to punish wrongdoers festering in him as he grew up as a result of this Stacie employs tough means when bringing the suspects hes chasing down in and gets into a lot of trouble with his superiors because of this But then he learns of Anadarko Petroleum Corporation a secret group of men and women lead by a mysterious man Nikhil Margolis who serve to dish out punishment that fits the,0,1,0,fail
4827,An untidy man known as Bill lives in a small dreary flat with a poster of Marilyn Monroe on the wall and his typewriter for company Only the man cant think of anything to write He wanders around the streets following people just to see where they go Maybe this will give him some inspiration to write He begins to follow a well dressed man holding a bag He follows him for a few days While in a cafe the well dressed man sits down at a table on the opposite side of Bill and inquires why Bill is following him The well dressed man says his name is Cobb Cobb then surprisingly informs Bill that he is a burglar and even starts to take Bill with him into houses to steal things although Cobb insists he doesnt go into other peoples homes to just steal He says he likes to let people know he has been there and interrupted the things they take for granted He puts knickers from another burglary into a mans trousers for examplebr  The film is told in flashbacks at times too The director used this technique in greater abundance in his recent feature Memento Bill eventually decides to cut his hair and dress in a suit on the advice of Cobb He meets a Blonde lady in a club who used to date the owner a bald man who is very dangerous she says We see a scene where a hammer is used by the bald mans hence men on a mans fingers in the Blonde ladys flat These are some of the many pieces of the puzzle that the director shows us and they will all fit into place when we arrive at the surprising conclusion,An untidy man known as Dyson lives in a small dreary flat with a poster of Henrik Redman on the wall and his typewriter for company Only the man cant think of anything to write He wanders around the streets following people just to see where they go Maybe this will give him some inspiration to write He begins to follow a well dressed man holding a bag He follows him for a few days While in a cafe the well dressed man sits down at a table on the opposite side of Peyton and inquires why Leonor is following him The well dressed man says his name is Phineas Bahena then surprisingly informs Shalini that he is a burglar,1,0,1,fail
4843,Its very tough to portray a Tagore novel along cinematographic linesAnd if you forget an obscure production of 1967 then its the first time that chokher bali has been done on a grand scale Overall the sets looked fantastic with the right touches for making a successful period dramaPrasenjitso used to doing crass commercial stuff made a good effortI saw the Bengali version and found that Aishwariyas voice was dubbedwhich made her dialog delivery a bit poor While the director did a good job portraying each of the characters with finesseyet there was very little in the way of meaningful plotprobably a lack of the story itselfHowever the development of the characters including those with minor roles seem to be the strongest pointIts tough to make some Tagore stories into filmsas only the visual parts seem to get realized,Its very tough to portray a Tagore novel along cinematographic linesAnd if you forget an obscure production of 1967 then its the first time that chokher bali has been done on a grand scale Overall the sets looked fantastic with the right touches for making a successful period dramaPrasenjitso used to doing crass commercial stuff made a good effortI saw the Bengali version and found that Alyna voice was dubbedwhich made her dialog delivery a bit poor While the director did a good job portraying each of the characters with finesseyet there was very little in the way of meaningful plotprobably a,0,1,1,fail
4845,Meet Cosmo Jason Priestley a nerdy young bookie content with his boring life crunching numbers for the mob and living in a stark basement apartment at a senior citizens center His only recreation is watching TV and the occasional tryst with his quirky prostitute pal Honey Janeane Garofalo But one day all this changes when the mob boss is killed and the wellregarded Cosmo is selected by the smooth and persuasive new chief Gordon Robert Loggia to become a fullfledged hit man Its an offer the reluctant Cosmo cannotrepeat cannotrefuse and he quickly trades in his mundane solitary existence for a crash course in revenge under the tutelage of veteran mobster Steve Peter Riegert a relaxed suburban bon vivant who relishes the jobs maximum pay and minimum hours In no time Cosmo surprises both himself and mentor Steve by displaying an absolutely uncanny aptitude for the work Though hes never touched a gun before Cosmo proves to be both a crack marksman and after an initial wave of moral hesitancy a cool detached killer Soon Cosmo is dispatching deadbeat clients with speed and style and his natural flair with a gun quickly establishes him as an invaluable addition to Gordons mobbr  Reality gets in the way though when one night while being massaged by Honey Cosmo admits feeling a bit uptight and she recommends he try yoga to relax Cosmo takes her advice and joins a nearby yoga class taught by a beautiful young woman named Jasmine Kimberly Williams Cosmo is instantly taken with the kind and gentle Jasmine who soon becomes drawn to Cosmo Now if she can just get rid of her pesky abusive boyfriend Randy Josh Charles maybe she and Cosmo can actually start something Cosmo using some of the skills of his new trade eventually persuades Randy to disappear and his relationship with Jasmine takes offbr  Writerdirector M Wallace Wolodarksy a twotime Emmy Awardwinner for his work on The Tracy Ullman Show and The Simpsons has fashioned a script fusing his three genre loves I like comedies gangster movies and romances explained Wolodarsky so I essentially smashed together all three to create this film But what hes come up with is a film so disjointed and improbable that it looks just like a very long sketch on Saturday Night Live Its monotonous tone doesnt so much match its droll sense of humor as underline the fact that a lot of money was spent on a vehicle for Jason Priestly to blithely shatter his nice guy image which doesnt even fully succeed because he plays his character not as a nerd but as a laconic zombie A nerd may be naive but a nerd has passion Passion for inwardly directed things But Priestly plays his character as mentally deficient almost the antiForrest Gump Unfortunately Coldblooded doesnt have the sense of scope to actually BE the antiForrest Gumpbr  Peter Riegert Local Hero Animal House turns in a fine performance as usual and Kimberly Williams does her best with what she has to work with but Janeane Garofalo HBOs Larry Sanders Show is practically wasted in her role as Cosmos friend Probably not for long though Garofalo has all the enthusiasm and charm of an apple waiting to be picked and its just a matter of time before shell be given a meaty role hopefully doing a tag team thing with Marisa Tomeibr  ,Meet Nima Mcelveen Wren a nerdy young bookie content with his boring life crunching numbers for the mob and living in a stark basement apartment at a senior citizens center His only recreation is watching TV and the occasional tryst with his quirky prostitute pal Jarett Levine Reza But one day all this changes when the mob boss is killed and the wellregarded Deirdra is selected by the smooth and persuasive new chief Khamari Hudson Kowalski to become a fullfledged hit man Its an offer the reluctant Kaely cannotrepeat cannotrefuse and he quickly trades in his mundane solitary existence for a crash course in revenge under the,0,1,0,fail
4847,Anyone who has watched Comedy Central around midnight in the past few years has probably seen ads for this movie I first saw ads for this movie back in 2001 It looked like it could be funny but I wasnt about to call up the number on the television screen and order it without seeing the movie first I figured I would wait until the movie was available to rent at Blockbusterbr  About a year and a half later I was at Tower Records and in the DVDS for less than 20 pile there was a copy of this movie Seeing that the DVD was only 699 I decided to buy it I got home put the disc in the DVD player and waited for the laughs to startand I waited some more The laughs never camebr  Id have to agree with almost every other comment on this page when I say that this movie was horrible Sick desperately tasteless and poorly written and directed THE UNDERGROUND COMEDY MOVIE is an atrocious piece of garbage and is in my opinion the worst movie of all time No stars,"Anyone who has watched General Mills, Inc. around midnight in the past few years has probably seen ads for this movie I first saw ads for this movie back in 2001 It looked like it could be funny but I wasnt about to call up the number on the television screen and order it without seeing the movie first I figured I would wait until the movie was available to rent at Hess Corporation About a year and a half later I was at J.B. Hunt Transport Services, Inc. and in the DVDS for less than 20 pile there was a copy of this movie Seeing that the DVD was only 699 I decided to buy it I got home put the disc in the DVD",0,1,0,fail
4853,Harold Pinter rewrites Anthony Schaeffers classic play about a man going to visit the husband of his lover and having it all go sideways The original film starred Laurence Olivier and Michael Caine Caine has the Olivier role in this version and hes paired with Jude Law Here the film is directed by Kenneth Branaughbr  The acting is spectacular Both Caine and Law are gangbusters in their respective roles I really like the chemistry and the clashing of personalities Its wonderful and enough of a reason to watch when the scripts direction goes haywirebr  Harold Pinters dialog is crisp and sharp and often very witty and I understand why he was chosen to rewrite the play which is updated to make use of surveillance cameras and the likeThe problem is that how the script moves the characters around is awful Michale Caine walks Law through his odd modern house with sliding doors and panels for no really good reason Conversations happen repeatedly in different locations I know Pinter has done that in his plays but in this case it becomes tedious Why do we need to have the pair go over and over and over the fact that Law is sleeping with Caines wife It would be okay if at some point Law said enough weve done this but he doesnt he acts as if each time is the first time The script also doesnt move Caine through his manipulation of Law all that well To begin with hes blindly angry to start so he has no chance to turn around and scare usNever mind a late in the game revelation that makes you wonder why he bothered In the original we never suspected what was up here we do and while it gives an edge it also somehow feels false since its so clear we are forced to wonder why Laws Milo doesnt see hes being set up There are a few other instances but to say more would give away too muchbr  Thinking about the film in retrospect I think its a film of missed opportunities and missteps The opportunities squandered are the chance to have better fireworks between Caine and Law Missteps in that the choice of a garish setting and odd shifts in plot take away from the creation of a tension and a believable thriller Instead we get some smart dialog and great performances in a film that doesnt let them be realbr  despite some great performances and witty dialog this is only a 4 out of 10 because the rest of the script just doesnt work,Brodrick Mcduffie rewrites Kingsley Struck classic play about a man going to visit the husband of his lover and having it all go sideways The original film starred Izabel Holly and Aliannah Trail Vern has the Malynda role in this version and hes paired with Kadi Harshbarger Here the film is directed by Homero Redman The acting is spectacular Both Kile and Catie are gangbusters in their respective roles I really like the chemistry and the clashing of personalities Its wonderful and enough of a reason to watch when the scripts direction goes haywirebr Tereza Burlingame dialog is crisp and sharp and often very witty and I understand why,0,1,0,fail
