review,sentiment,word_count,length_bucket,char_count,char_length_bucket
Im in love with this place Absolutely unique and just wonderful Every time that my family are in they have the most amazing favors You wont find better ice cream in Scottsdale Customer service is also wonderful Very knowledgable,positive,39,25-50,236,<500
First glance of their menu and I thought this place would be great Ice cream and other desserts based on the flavors you get after eating a bowl of cereal I was disappointed when I got my ice cream and it tasted less like a bowl of milk from a cinnamon cereal than it did a sickly sweet bowl of sugar I think maybe in trying to make it taste a certain way they overdid it Also how do you not give a spoon for ice cream You get a little stick like those tiny ice creams youd get in elementary school Its one of those places that asks you to leave a tip with your order even though nobody has actually did anything for you yet I HATE that For the price and the taste I think Id just pass on by next time,negative,145,100-150,717,500-1000
The compost cookie flavor is great note it has coffee whether you get the warmed up cookie or ice cream  the difference in texture can help you decide The chocolate birthday truffle comes in a pack of 3 and tastes like a birthday cake buttercream sprinkles and all,positive,49,25-50,271,<500
I tried the Compost Cookie and slice of Birthday Cake Both were wayyy to sweet and cloying I could not eat more than 2 bites of each I was so disappointed as I was looking forward to Christina Tosis creations I honestly dont get what the hype is about You can get better baked goods at any other bakery ,negative,60,50-75,313,<500
Im typically a froyo type of girl but every now and then I get a craving for the real deal homemade ice cream in this case Tonight was one of those nights and Churn really hit my sweet spot This little shop is adorable They squeeze a ton of fun candy and treats into a small amount of space but it works Per the recommendation of the friendly scooper I went for Churns version of an Almond Joy minus the almonds I had a half scoop of Toasted Coconut and a half scoop of Double Chocolate in a cup It was delicious A few bites in I decided to add one of Churns homemade molasses cookies to my concoction mmmmm I highly recommend this combo I sat outside on the front patio with friends and enjoyed every last bite while we were there we noticed big people and little people of all ages with one common interest ice cream Churn is a wonderful family friendly addition to the CenPho neighborhood Im sure it will do well and I look forward to future visits,positive,183,150-200,987,500-1000
Lets just say this start buying larger clothes cuz this here is damn good I got the truffle balls Omg so yummy Ill be back later for a box to go Yum yum lick um up,positive,36,25-50,170,<500
Ever had something so good you second guess yourself if its even real I demolished this ice cream sandwich It was some brownie cookie concoction with peanut butter ice cream in the middle Sweet fat baby jesus,positive,37,25-50,213,<500
Just moved here from Chicago and this was my Fav ice cream there When they opened one here I was jumping for joyyyyy Too good to be truego here,positive,29,25-50,147,<500
I would have given zero star I chose this place to write my thesis But in most of the days they had no internet Which was awful,negative,27,25-50,132,<500
Weve had a lot of great treats at The Batch House since theyve opened The Oatmeal Creme Pie is my favorite sweet treat in Charlotte The Oreo truffle cookie is to die for too Somehow I made it this far and didnt mention the smores brownie If you ever want a great drink try their Tres Leches latte Easily our favorite spot for sweets in Charlotte,positive,66,50-75,357,<500
I went to the donut bar based on the yelp reviews Sorry 1800 gets you stale creme brulee donuts Stale coconut chocolate donut stale maple bar The two stars go to the bourbon caramel donut The only fresh one in the bunch Oh and the creme brulee is NOT creme brulee its a cheap vanilla pudding and not even tasty vanilla pudding Not returning to spend that kind of money on garbage I decided to drive out of the Las Vegas strip after reading the reviews God was i wrong to trust Either people were drunk when they came here or i arrived on an off day,negative,107,100-150,558,500-1000
Tried Donut Bar yesterday based on the reviews and really disappointed Paid 2650 for a dozen donuts and only nearby parking available was pay to park There was a few spots in front of the store and on the side that had no fee but no available spots A few of the donuts we purchased tasted good but most of them were greasy and tasted like they were made the day before We did purchase a couple of the big donuts but really not worth the price Should have a price for a dozen with specialty add ons Probably wont visit again not so much the cost but the quality,negative,110,100-150,573,500-1000
This is hands down one of the best ice cream places in Charlotte Not only do they offer traditional treats but they also have options that you wont find at other ice cream shops An example of this is a yum ee bun which is any filling of ice cream and toppings you want put inside a toasted donut bun They also have cereal milkshakes and just about any spin on a traditional ice cream snack you could want They also have macaron car cream sandwiches which is one of my personal favorites It is located at the boardwalk so you can grab a treat and take a stroll,positive,109,100-150,569,500-1000
Been in AZ for 3 weeks now and have been impressed by all the tea shops around From Rewind I went bold and got the matcha coffee which I usually dont get when I go to tea shops that have them Also went with a safe jasmine milk tea The Jasmine milk tea at 50 sugar was perfect for my husband and I whereas the matcha coffee at 50 sugar was too sweet Will probably get 25 sweetness for that one next time but overall this place was really good,positive,90,75-100,452,<500
Even during a pandemic their staff arent taking the proper safety measures such as wearing gloves I asked the cashier if they could put gloves on when making our four drinks but she refused and said they wash their hands  we watched and they did not Multiple people have complained and asked already and they only comply when a scene is made Ps it also stinks inside sewage gas is a health risk,negative,74,50-75,402,<500
Came to the Cereal Bar with friends and spouse on March 27 2022 Arrived 15 mins prior to opening time  they open at 1pm on Sundays only to watch a girl stroll in at exactly 1pm She told my spouse to wait 10 mins for them to set up She locked the door and didnt say anything to the 10people waiting outside of a shop that says they open at 1pm while its cold and windy outside Its currently 118 and still no word of when they are open or apologies for being late Horrible service,negative,97,75-100,494,<500
The fact that this fabulous bakery is open 247 is alone reason to appreciate it This is not anything like the 247 Wendys we had the,positive,26,25-50,139,<500
What a disaster Paid 56 for a dozen macarons and a couple danishes No big deal if the experience warranted it Pastries were stuffed in a box despite saying we were eating in Waited about 20 minutes for 2 cappuccinos and when we finally sat down we realized we didnt have any plates This resulted in us clumsily trying to balance pastries and my wife dripping sticky danish in her hair the napkins and sugars etc are tucked away on the far side of the place where the customers see herd animals are queueing for almost an hour to get mediocre pastries and coffees The 2 baristas took turns preparing a single cup of coffee at a time making the whole ordeal unbearably drawn out DO NOT RECOMMEND,negative,128,100-150,707,500-1000
I found your place yesterday and got an ice cream swirl Then I insisted on coming back the next day with my adult daughter and boyfriend I bought another ice cream swirl Daughter and boyfriend ordered a milkshake and a ice cream swirl in a cup Both of my cones were pure perfection My daughter enjoyed the flavor is her milkshake but thought it was thin Her boyfriend got a swirl that looked like it was in a childs cup I saw other customer receive their orders and get larger portions and large containers I didnt say anything until we left when he said he enjoyed his ice cream but it was too small of a serving for 6 I was alarmed to hear that he had not ordered your one scoop serving Very disappointing Update they are allowing the bf to get another serving on their dime Thank you for making it right,negative,154,150-200,824,500-1000
The marshmallow cookie Ice cream dessert is awesome Everything tastes great and it has a nice atmosphere My only issue was that rap and rb do not work as the musical ambience It was crowded on my visit and it was noticeable hearing suggestive lyrics how it affected the general tone and mood of the other guests I would consider matching the tone of the penguins and pink and green with a radio choice perhaps local radio of some sort that is more broad,positive,84,75-100,460,<500
This is a review for their shipped cookies We had a great friend ship some to us and unfortunately they were some of the worst cookies Ive ever had It was so dry unflavorful and just straight whack give me chips ahoy over this any day not even exaggerating Im sure its better fresh and from the store but come on If youre gonna offer them shipped at least try and make sure they are somewhat okay,negative,77,75-100,411,<500
Flavors were fake tasting I felt sick after eating it I assume it was made with a low quality dairy,negative,20,<50,102,<500
I really tried to love this place but Im not a fan I went here a couple of times to see if I would change my mind on the cupcakes but I was not impressed the first time and I wasnt impressed on the second time The cupcakes are just typical Nothing impressive about them It looks good on the outside but bland on the inside Kinda like when you see a hot guy and then when you finally get to know him you wish you didnt  lol And they also sold these mini cupcakes the size of my thumb for almost 300 seriously We ordered one of their drip coffees I thought that was the best,negative,118,100-150,589,500-1000
Big name but disappointed in product My friend and I are local came down about 730 am and was first customer in store One thing we noticed was the floors looked dirty especially since the store if fairly new I realize they are known for their cakes but I wanted a light buttery croissant and sadly what I received was a dense dinner roll shaped as a croissant We had a conoli also and the filling was quite good but the shell was thick and tasted like it was frozen or stale We ordered some cashew butter cookies and was hard like a biscotti maybe it is supposed to be that way The staff was nice and Im glad I checked it out but it was nothing special and didnt WOW me,negative,132,100-150,687,500-1000
I always enjoy a visit to Sprinkles especially on my birthday Not only are the cupcakes delicious with heavenly frosting the customer service is excellent I go all the time but last night Tanner I think I got his name right was especially cool  helpful  genuine He rocks Janae sp was also very nice Overall just a really nice place to go for a sweet treat  smiles  service and now I enjoy bringing my baby  our kids there too Thank you Sprinkles team,positive,88,75-100,476,<500
Customer service was amazing We picked the crack pie affogato horrible  Lets just say I believe ice cream is for the soul but I really had to throw it away didnt care about my 15 Cereal milk was even worse,negative,41,25-50,218,<500
Was very disappointed for a company who is KNOWN for having allergy and vegan options to find out that there is NOTHING ON THE MENU that I can eat and I dont have life threatening allergies Wont even be making a visit when I visit Disney or Las Vegas because they dont have cupcakes safte for people with multiple allergies Such a disappointment,negative,63,50-75,352,<500
This place is over rated I only came on the grand opening day because I was in the area and my friend said lets try it waited in a long line was given menus to look at and then made up our minds what we were getting Finally made it inside just to see they didnt have half of the items on their menu they provided for us nice job Waited forever to get our drink orders and it was way over crowded and very unorganized I thought Id give it another go a few days ago with my daughter Waited in line again outside Ugh Luckily it was only 15 minutes instead of 30 minutes like last time This Time i didnt order drinks because I didnt want my visit to be a long visit again The first time it was a 2 hour visit for half off the items I wanted This time they still didnt have everything they have on their stupid Menu Seriously save your time and look up other bakeries in this area Theres way better ones literally on the same street across the street The staff is not friendly and the food is mediocre Nothing blew my mind smaller businesses in the area better selections better prices elsewhere,negative,214,200-250,1127,1000-1500
Having heard so much about it and being a complete sugarhead I REALLY wanted to like this place Its open 24 hours and the caramel salted brownie is quite good But after 3 visits I have tried several pastries and cakes and they are just ok at best and at worst kind of tasteless and spongyheavy The desserts are chilled and for some of them it makes them worse for the wear such as anything that is supposed to be flaky Cute decor does not make up for mediocre sweets I have yet to try their lunchbreakfast offerings so maybe this is what keeps other reviewers so enthused,negative,108,100-150,588,500-1000
Samplesss because there are too many flavors Chocolate Shoppe ice cream itself is fantastic Every ice cream variety of theirs is so rich and so flavorful that even if I venture out and try something new here Im never left disappointed My favorite flavor of all time is their Zanzibar Chocolate It is so incredibly dark and chocolaty and perfect Flavors I also LOVE Salted Caramel This  Just Got Serious Espresso Oreo Though honestly you cant go wrong with any flavor,positive,82,75-100,480,<500
After a long night of drinking you are grateful for your friends who decided to call it an early night and NOT go out One of my friends did just that So he woke up early and took the rental car exploring He came back with 5 boxes of donuts for our group to sample My favorites were the creme brulee But every single donut was heaven,positive,67,50-75,340,<500
I had high expectations for this place because they have one in ny I had order cereal milk ice cream and cornflakes I do not recommend it because it made the ice cream extremely salty And it was not worth 7 will not be coming back,negative,46,25-50,236,<500
Deliciouslooking selections of pastries and desserts Unfortunately I havent tried any of them as they are not vegan However the few vegan soups I have had here have been absolutely delicious Kind of pricey though so it isnt an every week kind of treat Usually seating is available if you avoid peak times,positive,53,50-75,314,<500
Wow So disappointing Id heard so much about the birthday cake so I decided to get a slice with my cappuccino tonight First the cappuccino was bad It tasted like something theyd serve at a Dennys or TGIFridays Next 14 for a slice of cake Wtf If its going to cost that much it better be the best damn cake Ive ever had in my life Sadly it was not The birthday cake was super average Maybe even a bit below average,negative,82,75-100,433,<500
I tried some latte drink honey bread and waffles The drinks take forever to be ready They have a weird serving system going on When it was crowded there was confusions about who orders what The ambience is good for studying and just chilling They were picky about the wiFi and I think they changed the password pretty often The honey bread is ok and the waffles is really soft and yummy However I think this place is so overpriced to be on a campus area,negative,86,75-100,465,<500
They got my order wrong I told three people the strawberry shortcake NOT the chocolate strawberry I pointed at it told them explicitly not the chocolate and at the register she said chocolate and I said no I told two people not the chocolate Charged me for the vanilla I wanted I opened the box and what do you know it was chocolate Mind you the vanillastrawberry thing was the only thing not labeled and I assumed it was strawberry shortcake but apparently wasnt exactly what it was called and thats what got everybody confused and it turns out it was what its called but Im not the one who didnt label it So they got my order wrong and the Oreo and the chocolatestrawberry tower I got wasnt even that good The vanilla cupcake wasnt any better The buttercream tasted like buttercream from albertsons cupcakes And mind you this isnt a bad review just because they got my order wrong and Im salty about it I was hoping the cake and pastries would make up for it and they sadly didnt You pay for the name and thats it Sprinkles has WAY better cupcakes Which is where I went after to soothe my pain of a terrible cupcake I spent 6 dollars on I got a 1000 better one for half the price,negative,224,200-250,1219,1000-1500
I think my life changed for the better when I took a bite of Churns peanut butter ice cream It was so good that I subbed it in the Smores Sundae OH MAN it was a darn good sundae especially with the addition of the torched fluff on top My only critique The big rectangles of graham cracker were kind of bulky and hard to eat with a spoon and I ended up breaking them in the container Id say pulverizing them to crumbs would be just as tasty,positive,89,75-100,450,<500
One of the true treasures of the strip Despite hus talents thomas keller doesnt let his ego get in the way of providing some of the worlds best pastries desserts and even sandwiches at very reasonable prices His macarons are the best in vegas and when i dont have a lot of time his turkey sandwich on a cranberry baguette with a hot chocolate or latte is perfect The pastries are as appealing visually as they are delicious A must try,positive,81,75-100,444,<500
I absolutely loved 85 degree bakery whenever I went to California to get baked goods I was really excited when they built one here in Las Vegas last year I went to the opening and a few times after that and everything was great Today was the first time I decided to order a cake for my brothers birthday Very disappointed I ordered a cake along with a caramel pudding lemon mini cakes and large pudding milk tea with boba last night for a pick up this morning My mother went to go pick it up today When my mother went there this morning the person at the counter said they dont have the order She explained we ordered online and showed the picture Then they came back and said they cant find it They went back to check 3 times and finally said that they would prepare the order The guy asked if we wanted the drink with boba and the guy said they would have to charge for the boba My mother asked how do you know she didnt pay for the boba The guy said because I saw in the order she didnt pay for it My mother then pulled out the screenshot I had sent her that showed I paid for the boba It literally says everything there in the email receipt that I did pay for the boba The guy didnt bother double checking and assumed we didnt pay for it He was about to charge us extra even though they first said they couldnt see the order and then was about to charge us for the boba because apparently we didnt pay for the boba I find that absolutely ridiculous How are you going to say that we didnt pay for something when you couldnt even find the order in the first place I loved the baked good but the customer service needs a lot of work Also what is the point of ordering in advance when they cant bother to have it ready for you Isnt the point of ordering in advance to be able to walk in and have it picked up instead of having to wait for the order to be made once you are there If they dont bother checking the online orders then dont accept it through online Or you know if you are going to set up a system to order in advance then check it Very frustrating experience,negative,411,300- 500,2126,2000+
This small little bakery is tucked underneath the staircase at the Venetian My friend and I came across this shop when we were desperately looking for some coffee We found it on Yelp but got lost trying to find it Bouchon offers a small variety of baked goods ranging from cookies to yogurt parfaits and cute macarons We didnt order any of the baked goods but ordered a coffee and a hot chocolate The drinks werent anything spectacular they scored below average for me The hot chocolate was made out of milk but it tasted funcky For Bouchon I expected chocolate decadence but I got none of that The only good thing about the drink was the temperature because it was chilly and I depended on it to keep warm,negative,130,100-150,721,500-1000
Liked that theyre open 247 in this sleepy city I went with a basic Croissant and iced coffee Trying to keep it simple and guage them on the basics I guess NYC spoiled me because if thats what passes for a great Croissant down here then I feel sorry for the patrons here It was tasteless dry and brittle It was as dry as if the Sahara fuced the Gobi and this Croissant was the offspring The iced coffee required a diabetes inducing amount of sugar to take the edge off of the too bitter Also note that the young wanna be hipsters here are keen to solely occupy and spread out on the comfortable interior tables that can house many people This forces people out of the well decorated interior into a long noisy corridor where you get to sit on metal chairs and listen to the worst music human ears should endure Maybe they do other things well but I wont be eager to come back,negative,168,150-200,893,500-1000
Quick service and simply the best Chocolate and Peanut Butter ice cream youll ever find After grabbing lunch on the Terrace why not stop in for a cup of delicious Babcock Ice Cream The staff are usually friendly and efficient and the price is reasonable for a cone or cup of your favorite flavor Mine is the chocolate and peanut butter This flavor seems to be hard to get at the grocery store but the Babcock version of it they serve at the Daily Scoop is the best Ive ever eaten It is the perfect blend of chocolate sweetness with that slight hint of the saltiness of the peanut butter Nothing better on a hot summer day,positive,117,100-150,634,500-1000
This place is NOT worth the hype I ordered the bday soft serve and was sadly disappointed My soft serve had a weird salty flavor and tasted nothing like a bday cake After I ate off all the sprinkles I just threw it away which was a complete waste It was definitely not worth 650 I also tried the milk and cereal soft serve and that wasnt much better The soft serve literally tastes like milk with zero hint of sweetness Save yourself the time and money and go elsewhere,negative,90,75-100,482,<500
Recently moved into the area and visited this place for the first time over the 4th of July weekend Have to say I was not impressed I ordered a hot fudge sundae and received vanilla ice cream that was too soft CHOCOLATE syrup not gooey hot fudge and the only toppings available were pecans or toffee On what is supposed to be a hot fudge sundae And the toppings were extra Sorry wont be back,negative,75,50-75,407,<500
I recently tried novel for the first time at a different location and was blown away by their ice cream donut This location is great and as expected did not disappoint I tried the fat Elvis and the coconut cold brew both of which were delicious When it comes to novel ice cream they just do it right,positive,58,50-75,303,<500
I have made every attempt to come here for either donuts or there churro cone ice cream and each time they are either closed or they ran out Im done trying,negative,31,25-50,158,<500
The donuts played a trick on my tastebuds the looked good but were dry and no flavor I was really disappointed because the came so highly recommended I tried the Strawberry split apple fritter and their creme brulee all three were dry and had very little flavor Their Hawaiian coffee was watered down The patio seating in the back was fantastic but the donuts and coffee sadly ended up in the trash,negative,72,50-75,406,<500
Love their ice cream always took the kids when they were younger keep it going glad to have you in Champaign,positive,21,<50,108,<500
When Im asked what would you last meal on earth be I respond with whatever restaurant Im feeling and ice cream from Handels Im thankful its 60 miles from my home or I would become a spouse like a house one of their cleverly named flavors I flip out over the flavors they come up with yesterday I tried pumpkin pecan and cinnamon roll Both divine My go to banana cream pie chocolate cake batter often times they have blueberry cobbler which is amazing and sometimes I go with a seasonal This ice cream is hands down the best ice cream I have ever eaten Note I just saw a sign that they now have lactose free ice cream made with almond milk,positive,123,100-150,662,500-1000
Very dissapointed work in the area so have walked by several timesthe place always looks busy but actually its not The counter help and cashiers are just super slow There doesnt seem to be any real system to get the treats I get the number system however its not working there After my number was called and I placed my order my number was called again 15 minutes laterthe guy asked what we wanted I told him we already placed an orderhe started bad mouthing his co workers Another seven minutes later our order was ready So after waiting 22 minutes I got my cannoli and cream puff Yup waited 22 minutes for trwo items that just had to be pulled out of the display case The treats were ok nothing to write home about,negative,135,100-150,729,500-1000
The sundaes are good but nothing out of the ordinary If you want good ice cream in Vegas there are tons of places better than this,negative,26,25-50,132,<500
Wow what a disappointment We drove over here to Fatty Daddy for an Ice Cream Social with a club we belong to The Ice Cream selection was OK not great and very limited Sorbets Their website makes it appear that they have every flavor of Ice Cream Gelato and Sorbet but the case only holds about 10 or 12 flavors When we rung out at the register our order was over 15 for what we thought would be 7 or 8 We had one two scoop cup and a single scoop with no toppings What a ripoff And the guy at the counter was totally unresponsive and unfriendly Well pass,negative,110,100-150,573,500-1000
Macarons to die for here I had to return more than once for them The beignets were equally as good but they didnt have any wow to them for me I think the prices are quite reasonable here for what they serve,positive,42,25-50,212,<500
I was so excited to try this place out after the Dbacks game on Tuesday after reading all the positive reviews We walked in around 9P and a friendly face greeted us before even stepping foot in the outdoor dining area I tasted the carrot cake cookies  cream  they were soo delicious The flavors were just bursting in your mouth I ordered a scoop of each and could not wait to go outside and enjoy it on the picnic tables I was raving about this place as soon as I sat down From the adorable dÃcor to the friendly service the mouthwatering ice cream and the adorable little Chinese take out box it comes in topped with a fortune cookie And then BAM half way thru my cookies and cream scoop a piece of hair I was literally off that chair  in my car in 5 seconds I was DISGUSTED I have to admit Im definitely more sad and disappointed knowing Ill never come back here,negative,169,150-200,895,500-1000
Great place for a coffee and dessert after going out in Noda I have never been for a full meal but the menu looks really good,positive,26,25-50,128,<500
The cannolis and the lobster tail were amazing I was really hesitant after reading all the reviews online But my husband said to give it a try anyway and good thing I listened Oh and their brownie O M G It was amazing Im not the chocolate fan my husband is He had me try it and it was so moist and it just made my mouth water Their customer service was good We were greeted and helped right away Id recommend others to go and try it out for themselves,positive,91,75-100,468,<500
Even the lack of credit card acceptance wasnt enough to justify not giving this place 5 stars The donuts were outrageously awesome Soooo gooey But the star of the show was the 325 apple fritter as big as a dinner plate smothered in sticky apple pie filling Dont go and expect to enjoy your donut in the shop because there are zero seats,positive,63,50-75,345,<500
They were at the farmers market at DTS  was our first turns trying them Each large donuts were 34 Hubby and I were not impressed The large donuts were nothing special but ordinary which I felt like it had too much bread and not enough toppings Ill give it another try maybe the selection we had was just off,negative,60,50-75,316,<500
Overpriced and bland Ive had better milkshake like Holsteins strip burger or even in and out,negative,16,<50,96,<500
I remember when this place wasnt 24 hours a day it wasnt what it is today by any means For me this place began as a perfect spot because I was always looking for something that was open late and the early hours of the morning But due to the hype and popularity of this place the quality has definitely gone downhill from the fond memories I originally made here Many of their breads are now sold frozen and I even received a Neapolitan that was rock hard in the middle making it unedible because it had been frozen This place does still serve a purpose for me when Im looking for something because no other places open however with the long lines you find later on in the evening it often feels more like a nightclub than a bakery serving great food To put it simply the best thing about this place is that its open 247,negative,158,150-200,837,500-1000
Found the gem by my place My wife and I just moved from Chicago and Found cute little ice cream shop by my Church The staff that works at this place are super nice and have great customer service Filipino desserts are my wifes favorite Loves that stuff so I go there weekly to get her something sweet So far she has tried everything from Halo Halo sagu flan Ube Cake Bubble tea and many options on the menu This is a must try place and you will not be disappointed,positive,91,75-100,477,<500
Travis and Brandon were so hospitable and have the best ice cream Ive ever had I had the bourbon and cheesecake so good Great environment and grade a customer service,positive,30,25-50,174,<500
Red velvet cake Tasted terrible Super dry Not moist at all Might as well get a preservative packed cake from Ralphs or your local grocery store Leave this cake where it belongs In a vending machine miles and miles away from anywhere near being baked fresh Shame on Carlo,negative,49,25-50,283,<500
Great place to meet with friends Everything I have tried has been great Love the atmosphere,positive,16,<50,94,<500
Woah have seen this place on YT vids and finally was able to stop by Im so numbed that I didnt earlier as I had the BEST donuts ever I wont miss this place ever again and will come by every time Im in Vegas,positive,45,25-50,216,<500
Very disappointed the only lactose free ice cream was not ice cream they only had mango sorbet Huge disappointment I feel that more and more people have allergies if one kind to another to bad some places dont accommodate,negative,39,25-50,228,<500
Salut Yelp ca va moi Je suis bien What can I say about Amelie other than its a really creepy French movie however this is a 24 hour bakery 20 FREAKING 4 HOURS I was so hyped to go here My second night in Charlotte I had to go I went around 11 at night and it was pretty busy There was a lot in the case I would have thought they would be empty NOPE The interior of the bakery was kinda over the top with RB and hip hop music I was expecting French tones Oh well thats not the issue here The pricing as okay not a fan of the pricing on the little bits almost 2 bucks for a small that can be eaten in one chew NO thank you The tarts however were yummy about 4 bucks or so which is what I would expect in KC it would have been 5 or 6 dollars My biggest issue the french macaroons The cookie was made correctly however the filling was not It was like they just got jelly from the store and spread it on And the creme was it creme Idk but it was horrible If you all every had French macaroons you know the filling is what makes the cookie and I wasted about 12ish dollars on 5 macaroons in which I only ate12 of one My gf ate 1 and we just left the rest in the hotel trash Would I come back probably they also have a real food menu too Ive give it a try again but wont be buying the french macaroons,negative,273,250-300,1343,1000-1500
Yes Please It was the Leslie Knope for me and the Dough Melt for my son Lovely owners charming service and the little kitties outside were just so sweet Even on a hot summer evening it was perfect eating outside on the patio Well placed and well shaded for those summer evenings We found a new favorite ice cream spot,positive,60,50-75,324,<500
When I went to the bakery it was very cute and a well put together atmosphere However I found that the croissant that I ordered was dry and hard like it was left over It was also overpriced I went back a second time to give it a second chance and ordered something else and was stiff staleold and overpriced Not worth the money,negative,64,50-75,335,<500
Id rather go to Dunkin Donuts This place is horrible and way overpriced,negative,13,<50,74,<500
This pains me to give Bouchon this review and I really hoped it was going to be higher as I had such high hopes I lived in Paris for a while and love a great croissant in the morning I heard there was a bouchon here and thought Id try it I also heard they have good macarons so thought Id give that a go as well If you like really good croissants dont get theres Honestly it tasted like a day old croissant from Costco Not that there isnt a place for those but it isnt at an extremely reputable patisserie More disappointing than the croissant was the raspberry macaron It is currently sitting here next to me half uneaten and I cant decide whether I should finish eating it or not If you have had really good macarons either here or in Paris you know it shouldnt be crunchy at all not hard but perfectly doughy and fall apart in your mouth as your lips close on it This macaron again tastes a day old its hardcrunchy and too cold If you havent had a macaron before dont have this one or else youll think macarons themselves are disappointing The flavor is ok however Verdict if you like real authentic croissants and macarons dont come here Tant pis,negative,220,200-250,1193,1000-1500
Thank you for coming to CLT I moved here from Columbus OH 3 years ago and Jenis is one of the absolute favorite things Ive missed the most So glad to have Goat Cheese and Red Cherries back in my life,positive,41,25-50,206,<500
YAY I am so happy this bakery is finally open in Las Vegas It is about time  If you are craving asian pastries  this is the place to go The bread is so fluffy it is like eating a cloud My favorite bread is the milk tea The pudding inside has great texture and it is not overly sweet The prices are also phenomenal costing about 100250 for a pastry The set up for this bakery is very cool You come in grab your tray and tongs and grab as much bread as you would like to purchase An employee then bags your pastries for check out and you are good to go I was also impressed by their other small desserts I purchased a cream puff and it was phenomenal I cannot wait to try their cheesecake They also sell full cakes I purchased a tiramisu cake and it came out to 33 That is an amazing price for a FULL cake from a bakery My friends at the party loved it Tip Popular breads do sell out  come early,positive,184,150-200,934,500-1000
Place looks like a good place to get bake goods large selection of Italian cookies and pastries Wasnt there for the pastries so I cant help you there I stopped in for a breakfast sandwich and was let downthree types of sandwiches to choice from already made in the case Was disappointed when they took my sandwich out of the case and heated it up in a microwaveI mean each to their own but I dont know about you but Im not a fan of microwaved bacon and eggs Was hoping for a fresh deli style breakfast and that was not the case I would go back to try a pastry but forget about going back for a breakfast sandwich Reheat breakfast sandwich reminded me of getting breakfast from the Cooper Library canteen when pulling an all nighter,negative,138,100-150,748,500-1000
Dairy Queen at the other end of Carson st is waaaaay better  The lines if any are never too bad Yall people that wait in that long azz line every night for mediocre ice cream lined up like sheep that wraps around the building are just stupid,negative,48,25-50,252,<500
Delicious Ice cream is not even one of my favorite desserts but Handels is in a class by itself Completely worth the 20 min drive for me Coconut cream pie is amazing Have also tried the chocolate cake batter very good and super rich buckeye vanilla with peanut butterchocolate yummy and graham central stationI didnt think a graham cracker centered flavor could actually be so tasty Service was super slow and the girl did get one of my sampler flavors wrong but I am sure it is just because they just opened,positive,92,75-100,526,500-1000
A variety to choose from but the prices were outrageous We got two cones without toppings and it was over 1400 The flavors were good but not sure its worth the price,negative,32,25-50,171,<500
Not impressed The crack pie and cornflake chocolate chip marshmallow cookie tasted fake The fruit cereal ice cream was probably the better out of the three items we tried Everything was outrageously overpriced for what it is,negative,37,25-50,228,<500
Tried going to melt first but they were closed Their loss our gain Sweet young lady at counter was amazing and had great produxt knowledge The waffle knope was delicious,positive,30,25-50,175,<500
Its amazing and super delicious they have very fun and unique flavors my personal fave is the half Thai tea half Oreo and the little fish they put out are so good,positive,32,25-50,167,<500
I am in love with the cake from here She made my sisters wedding cake that was absolutely gorgeous and delicious and now I can stop by to get occasional cupcakes So amazing Just had a blackberry lime cupcake that was so fresh and beautiful Cant wait to go again with girlfriends,positive,52,50-75,285,<500
The ice cream was not bad but I think I wouldve chosen to spend my 10 elsewhere I was waiting in a cramped line when I noticed one of the workers in back of me said I said excuse me 10 times as she rushed to the cash register Immediately my friends and I were turned off In fact I was scared she might spit in my food for not hearing her say excuse me 10 times I made sure to keep a close eye on the workers as ridiculous as that sounded I normally wouldnt even bat an eye if someone couldnt hear me speak my order the first time I dont even care if they ask me multiple times I make sure to speak louder and clearer And when my order comes up it wasnt even the correct order And I just asked nicely that I ordered the chocolate dipped cone not ice cream in a cup He transfers my ice cream into a dipped cone instead of the cup but he doesnt hand it to me He pushes it across the counter so itll reach me There was no protective paper covering on the bottom of the waffle cone Honestly not a big deal for some but I thought it was a little unsanitary especially after the bad experience we were already having He couldve just handed it to me But hey at least nobody spit in my food,negative,242,200-250,1218,1000-1500
Located inside The Cosmopolitan Milk Bar is located close to all the food places like Egg Slut and next to Marukfuku Ramen Admittedly I did not know about this place until a friend asked me to get them something from here when I was in town So I figured since Im here might as well get myself something as well So I got myself a variety of the cookies and a slice of that bday cake The cookies are just okay in my opinion But the bday cake is fireeeeee I went back another time and tried their chocolate bday cake and I feel like that was even better than the regular one The chocolate is super decadent and just kinds of amazing Their stuff is pricey but I dont know if its because its a Vegas thing or if all the other ones in other locations are the same but I figured when in Vegas right Super side note if youre planning to buy a cake here and take it back to your home destination to share with friends and family the cake which normally needs to be refrigerated can be out and about for four hours before it goes bad I asked the staff and they told me that,positive,211,200-250,1094,1000-1500
First time visiting Great homemade ice cream Try the Ice cream Sandwich We will be back,positive,16,<50,95,<500
I went here last year in June and look forward to going back this April for my birthday Ive had lots of cookies cereal milk soft serve and the cereal milk latte Personally I love the aesthetic of this place and the theme within the food And Miss Tosi The cookies last awhile so if youre visiting Vegas theyll travel home fine The cereal milk reminds me a lot of my childhood so I love getting it whenever Im there gotta add the crunch My favorite cookie is the corn cookie and you have to try the crack pie Its one of my favorite desserts,positive,105,100-150,560,500-1000
Cute spot Awesome customer service and good vibes I would recommend the pomegranate or mango sorbet,positive,16,<50,102,<500
