review,sentiment
Nevsky is one of the great epic war films Sure others such as Birth of a Nation and Napoleon had come before but this one is just as influential The acting is stock but anyone who knows the first thing about Eisenstein would know that that was part of his theory of film This film unlike many of his silent works is about the heroic individual as much as it is about the group This reflects the Stalinist philosophy that had risen to the fore by 1938 Still his film shows us the power that can be generated by people coming together to fight something they perceive as evil Nevsky is just one of many men He is prince because he is strongest but not because he is somehow different than the rest The films romantic angles provide more of a personal story than Eisenstein had previously allowed Not all of the elements work and the film is probably a bit too long but it still resonates,positive
Dont let any reviews critics IMDb users or mine influence you seeing this movie I read only the plot premise and became intrigued After watching this movie in my opinion is definitely worth seeing It gives a perspective on life that many have probably not contemplated Its is not however as Leland himself says a movie that can be wrapped up in a neat package with a bow and everything Other user reviews on this website claim to have a psychological background and imply that the story is not feasible Quite obviously they missed the entire point of the movie which is disappointing to say the leastbr br In short it is a well acted well directed movie The story is not a feel good one but I feel if you dont come away from the movie feeling good you may just have missed something To characterize it as art house is unfair in my opinion but as our society likes labels this is probably the one that fits If you find you know everything there is to know about the world Id suggest skipping this one If you feel movies should be a form of escape from the world you wont find it here But if you do watch it you just might find something in yourself,positive
I rented this film thinking it was the sobbingly sad 1959 version I saw as a kid It was not I was therefore very disappointed with what I felt was marginal acting poor character development and most of all failure to highlight the relationship between the boy and his dog In this version the Dog of Flanders is just a cute aside to the movie Get the 1959 version,negative
Although this was a film of only less than forty minutes it is one of best directed and acted stories I have ever seen It accomplishes in less than 45 minutes what most films cannot in more than 90br br It is the story of two brothers one 18 and the other 10 They come from a poor farm family in Mississippi Both are caught up in war and the conflict of duty verses love of familybr br It brought tears to my eyes especially because the entire film is so well acted and directed plus it tells the story of so many wars where one serves and the other left behindbr br I can fully recommend this film as beyond superb ,positive
This has got to be one of the worst movies Ive ever seen There were people leaving the theatre others were falling asleep ok it was a late night show This is a nosense movie one of those who can make you never want to see an out of mainstream picture again I would love to watch the makingoff of this movie as I am deeply interested on what goes on the minds of the authors of such garbage Do they laugh when they create all this ridiculous stuff or do they actually think theyre doing something interesting I wonder The soundtrack is awful apart from some instrumental stuff that reminds you of a previous Bjork album Even if youre a fan of Bjorks music stay home Its the best thing to do The little tiny pieces of nice music are no reason for you to go out and submit yourself to this torture God,negative
One of my favorite movies to date starts as an adventure through the wild side of a team of four men from Atlanta The idea of living the Chulawasse river before its turned into a lake comes from Burt Reynolds Lewis who unconsciously drowns his fellas into their worst nightmare But if the first half of the film appears rather like an action movie the second half carries the viewer into a totally different story with our men forced to make a decision that they know will change their lives forever In very bad ways At the end of the movie each person is gonna be forced to deal with the scars of what had just to be a quite weekend on the river but muted into a fight for survival The movie except some pretty evident goofs is very well directed and beautifully shot into a paradise of nature that steals your breath The photography is excellent as well Voight Reynolds Cox and Beatty are all excellent in showing how a single event can ruin in different ways four different lives only tied to the same mistake,positive
The nexttolast episode aired of the original Star Trek series is an interesting sometimes melancholy installment that proves the show was still exploring its characters even at this point in the third season though flawed All Our Yesterdays has its moments and overall a moody compelling feel to it Kirk Spock and McCoy beam down to a planet assuming they are arriving in the nick of time to save or at least give some warning to whatever populace is there since the planets sun is due to explode within hours But as it turns out the people there are all too aware of the planets fate and using a kind of time travel device have escaped into the past Each person has been able to choose the time and place in the past where he or she would like to live at a library run by an elderly man named Mr Atoz Atoz assumes the three men are looking for a past to live in as well and shows them various periods from which they can choose on viewers There is some rather forced confusion at the start of the episode with lines likebr br McCoy Where did they go Atoz Wherever they wanted tobr br The misunderstanding could be cleared up rather easily but for plot purposes it isnt and soon Kirk finds himself transported back to a period resembling 18th Century England while Spock and McCoy are sent to an ice age 5000 years in the planets past From here the main focus is on Spock and his relationship with a woman exiled to this time by a tyrant as punishment Spock begins acting increasingly emotional showing anger toward McCoy and deep affection for Zarabeth the woman He eventually realizes that he is reverting back to the primitive emotional state of his ancestors on Vulcan 5000 years ago Kirk makes his way back to the library first and finally convinces Mr Atoz they dont belong in his planets history Spock and McCoy return just before its too late leaving Zarabeth behind the Enterprise beams the three up and speeds away as the sun explodes destroying the planet The interaction between Spock and Zarabeth provides this episodes most memorable moments though Kirks adventure into the English past is amusing All in all a very decent latterday Star Trek outing,positive
Camp with a capital C Think of Mask and the Ace Ventura movies  then multiply by 100 This laughaminute entertainer takes schlock to the level of high art David Dhawan is a genius and Govinda is beyond description See it over and over again I insist,positive
Set mostly in the back streets of Toronto NG is a dark  mysterious journey that takes the viewer into the minds of a young man and woman  Vern and Sarah   each of whom has a fascination with riddles and a disastrous incident in their past  Fine dialogue and firstrate casting propel this low key noirish journey into the girls search for the meaning behind the word puzzles that keep appearing in her life Aided by her  anything but enthusiastic male friend the two of them reach the end of their quest  but with a price to be paid The film never intends to answer all of its mysteries  but does an excellent job in the exposition of several plot twists,positive
Tripping Over I must say at first I was a little disappointed in the first few episodes but having faith in the show and Abe Forsythes unquestionable talent I continued to watch I can safely say Im now glad that I did The story did develop quite well and all the characters have a strong base and most dont have any information missingbr br The only thing I can fault in this production is the somewhat annoying voice and pronunciation possessed by the character Lizziebr br Some good acting coupled with a stellar plot really gets this show over the line Heres to hoping for another season,positive
I recently bought this movie on DVD at a discount store for 5 Although it is a nofrills DVD on the Geneon label just the movie that starts playing immediately  no menu no special features the picture and sound quality were EXCELLENT The movie is based on the true story of one of the biggest bank robberies in historybr br Richard Jordan who I must admit to not having heard of plays the lead  Pinky Green A charming young man who had spent too much of his few years in prison and now wanted to go straight but is not allowed to do so He portrays an American in England David Niven plays the lead bad guy also with the great charm for which he is famous Bad but with scruples as when he refuses to deny Pinky his whack for the job Whack in England apparently is the fair share of the take and not a bullet in the head as in American gangster films All the supporting cast do an excellent job producing a very believable moviebr br What is perhaps best to me is that the whole movie is quite enjoyable and understandable I frequently find myself lost in plot confusions and various characters without ANY special effects NO blood No violence Not even a single car chase Just a well written story well acted well directed and well photographed If I had any complaints about the movie I would question the music WHAT is bluegrass music doing in a bank heist story that takes place in England,positive
ONE GOOD THING This hidden treasure of a crime drama is incredibly entertaining from beginning to end An example of lowbudget film making at its best writerdirector Skip Woods uses seemingly everything he could find ex Lamborghini super model cow phone and an ear for dialogue to add levels of satire to the plot and all of his camera setupsbr br ANOTHER GOOD THING This movie seems to be made for the DVD era with several segments that comprise a larger story similar to the work of Tarantino and Robert Rodriguezs Desperado Each chapter of the film features Thomas Janes main character spending one day at home encountering quick and memorable performances by Aaron Eckhart Glen Plummer Mickey Rourke Michael Jeter James LeGros and an unforgettable role by Paulina Porizkovabr br EVEN ANOTHER GOOD THING Not exactly a good thing but incredibly shocking and memorable Every person who sees this movie remembers one important scene Much as Deliverance will always be remembered for its awful rape of Ned Beatty Thursday will go down as the movie where a woman forcibly rapes an unwilling man Unforgettablebr br ONE BAD THING The title makes people think it is somehow related to or derivative of the Friday series of films featuring Ice Cubebr br GRADE A,positive
There is a lot of talk of torture these days Thats all this movie is Its about a good person who makes a bad decision Because of his kindness he becomes vulnerable to two psychotic women From then on its a justforkicks assault on him I dont know at what point you do something about it There is a wife and child out there somewhere he has great feelings of guilt and fear But there should have been some times when he could have acted The movie seems to be somebodys joke I suppose in the wake of the Manson murders we had a bit of a fixation on the likes of these two Nevertheless why would someone make a film like this What appeals does it have except for sadism The conclusion is totally unsatisfying but that could have been remedied with an obvious plot twist Oh well Another hour and a half of my life,negative
Its particularly hard for a director to capture filmmaking without getting precious inbred overdramatic or all three Breillat ably demonstrates the instinctive lizardbrain methods of a female auteur in extracting from two cattle as Hitchcock called actors a lovescene of searing intimacy Her main battle is with her leading man an actor is really a woman she opines although naturally it is the leading lady who will steal the show I disagree that this is Breillats first comedy Romance was at various points hilarious but I accept that the French sense of humour can be elusive for foreigners indeed dozens of IMDb reviewers detected no comedy in Romance By contrast Sex Is Comedy raises plenty of laughs mainly by using an actors prop that goes back thousands of years to Plautus and the ancient Greeks We wondered leaving the theatre whether Roxanes beard was a wig A lovely performance from Anne Parillaud as Breillat wrestling with her own script looking ten years younger than her age,positive
I enjoyed very much the movie wooden camera I think its a little bit influenced by the Brazilian movie City of God but maybe this parallelism between the two tracks possible to follow crime and art in social neighborhood are a reality br br I think the films made by Madiba are really beautiful I dont think its unreal that he shoot such good films because theres a lot of artists that dont have any type of education and can be really genius br br I enjoyed very much the soundtrack Its adjusted to the picturesbr br See the movieits good to show how can be a life in a social neighborhood,positive
I hope this group of filmmakers never reunites,negative
I saw this movie for the first time a little over a year ago Ive seen it 4 more times since I had never heard of it before and I consider myself knowledgeable of classic cinema A true polished diamond in the roughbr br This gem of a movie revolves around Jon Voight lead character Conrack as a young schoolteacher assigned to Yamacraw Island to teach the islands children all in one school At first the students reveal they know very little of the world beyond their island home The heart of the movie is Conrack finding inspiration to awaken their young minds to the world around them The students quickly reward their teacher with an eagerness to learn and a remarkable ability to grasp concepts that only a short time before had been foreign to them Conrack uses unconventional and clever teaching techniques that happen to be oh a little fun God forbid Learning AND fun Together Cant be or so says the ones in charge To avoid a spoiler I shall just say that Conrack finds resistance with the boss manand the ending is truly bittersweetbr br I am a 35 year old white male with some teaching experience so I should identify with the lead character Pat Conroy aka Conrack Mr Petroy But I dont I identify with the black kids As a kid I was bussed to the school on the other side of town from the 4th to the 6th grade circa 1979 These kids in the movie remind me of my classmates then Luckily in 4th grade as a 8 or 9 year old one doesnt understand racism I just remember we were all being kids playing 4square kickball hideandseek and running relaysbr br This movie is very moving There are delightful and poignant moments from beginning to end nonstop I found myself many times with tears in my eyes then suddenly laughing out loud Its a funny moviebr br Git away from that winda Sir if youre prepared to accept crap I should tell you that rabbit just did it in your lap So you the white schoolteacher Mr Conrack My grands LOVE Mr Conrack You a good looking teacher you a good looking white man wind 15 mph from the east Small boat warning Small boats beware Big boats OK dont gotta worry bout nothing not a fry cook but Eleanor Roosevelt not a sharecropper but something Latinthats Latinhey wait Conrack sing like a frogI sing good whatcha talkin boutbr br It still mystifies me that I still hear nothing about this movie or that it has very little reputation or following I intend to seek out more reviews comments background and making of tidbits if they are out there What amazes me is the acting given from the untrained kids One of the kids Mary I understand was an actress and you can tell However the other kids have plenty of lines and genuine reactions I wonder how they did it Im guessing that Conrack and Mary had precise dialogue to work with while some of the scenes unfold naturally or adlibbedbr br Conrack is a special movie In my opinion it is one of the very few movies that are so good AND so unknown Others in that category are King Rat 65 Dark Passage 47 with Bogie and Bacall Gods Must Be Crazy 80 and Bad Day at Black Rock 55 I recommend them all But first take a seat in the class of Mr Conrack,positive
Anyone who critiques Jacqueline Hyde as anything more than the playful and undeniably erotic romp that its intended to be is just not playing with a full deck Just from the title its obvious that this low budget horror comedy isnt meant to be taken seriously its as tongue in cheek as a nymphos french kiss and just as titillating The female cast members are all great and fun to watch Check this out Rolfe Kanefsky is the clownprince of softcore horror Unlike most softcore horror flicks this one is entertaining all the way through with charismatic and exceptionally attractive actresses The movie doesnt even attempt to follow the storyline of the Robert Louis Stevenson classic but instead seeks out every way possible to create risqué sight gags and erotic situations Blythe Metz the brunette femme fatale who portrays the sexier homicidal side of Jacqueline is a real knockout Watch and enjoy,positive
This show is unbelievable in that    what it represents and what it focuses on and    words cannot describe how insane ET is They will report anything If a celebrity is even remotely indirectly connected to the story ET will report on it If a dog poop in the Tom Cruises yard they will report on it If a celebrity dies    they will talk about it for weeks on end to the point where the public envy that celebrity If a celebrity is on trial    ET will report it for MONTHS on end There is no end to what this show will reports and no time frame that dictates how long they will focus on a story Is it even considered legitimates reporting The reports are so dang annoying too with harsh rambling voices and end with an unnecessary pause to convey a sense of important I cannot watch this show without questioning humanitys existence ET is one big reason I avoid preevening shows in general I regret that IMDb can only allow a minimum of one star rating and not zero or even in the negatives For this show deserve 10 Stars,negative
Not your ordinary movie but a good one Billy Bob is very funny in this movie the way he talks what he says etc I was kind of surprised when i saw it cause i just thought it was a normal comedy but it was more than that It had a very good story great characters and a good balancebr br Favorite part Probably when Billy Bob is running around in his robe shooting at the rippers,positive
An Itch In Time is one of a string of home runs Bob Clampett hit for WB in the early 1940s including Horton Hatches The Egg and Tortoise Wins By A Hare Soaked in manic timing and exaggerated mayhem its basically the saga of a flea whos busy breaking ground for a new home and the dog whose ground is being broken Because master Elmer will give him a dreaded flea bath if he so much as scratches the unlucky canine is forced to endure an upward spiral of torment as the homesteading flea uses pickaxes and power tools to clear the land Ultimately the little monster lights the fuse to a small mountain of high explosives hes piled onto his victims backside Theres a tremendous explosion and the hapless pooch covers his eyes as his rear end erupts in a blazing Fourth of July display That really has to hurt and the dog takes flight but soon he stops the action and says with a merry smile You guys better cut it out cause I think Im starting to like it For years this kinky confession was censored but current prints have restored the clip so now viewers can enjoy it in its original devilish glory Still cut however is the closing gag in which the cat blows his brains out after he laments Now Ive seen everything This was a common gag at WB but it has since been purged from this cartoon and several others including Horton,positive
In my opinion this movies title should be changed from Only the Brave to All About Lane I went to a screening of this film a few months ago and was quite disappointed with the outcome Although I appreciate that the director made a movie about the men of 442nd  a subject matter that long deserved addressing in the film industry  the acting in some parts of film was quite stale The performances of Marc Dacascos Tamlyn Tomita and Jason Scott Lee were all great However the director should have NEVER put himself as the main character in the movie Sorry Lane you are just not a film actor Stick to what youre good at  theater acting Gina Hiraizumis performance in this film was also horrible She should never have been given a speaking role and her looks were unfit to play the part of a Miss Nisei queen There were other young actresses in the film who were naturally beautiful and whose performances were wonderful Why werent they cast for that role Another major problem with this film were its action sequences The JapaneseAmerican soldiers dont look like they were fighting German soldiers let alone anyone Granted this was a low budget feature but since this was a warbased film isnt it important to show some actually fighting This film was a worthy attempt but definitely not worth a major distribution,negative
So back when Herbie made his first appearance I was perfectly happy watching Dean Jones mug away I only wanted to be entertained for a few hours and eat overly buttered popcorn Now unfortunately I have expectations of a rivetingdelightful story whenever I watch a movie if Im not on some sort of medication And this is another good movie for the medicated There are no major laughs no complex plot lines no difficult twists Herbie Fully Loaded is great for the fully loadedbr br This was the first time I had seen La Lohan on the screen since she swapped places with Jamie Lee Curtis I thought she was excellent in that and I cant say I was terribly impressed this time around Aside from her constantly changing and distractingly unnatural hair color she just didnt ring true as the kid next door who had spent a lifetime hanging around road racers Her need for speed wasnt portrayed consistently in the film  perhaps it was elsewhere  she looked older than her part and seemed to always be looking for something a party designer togs new place to spend money off set I couldnt see any chemistry with Justin Long that romance seemed obligatory at best The only time Lindsay appeared engaged was when she was interacting with Matt Dillon who I thought was appropriately over the top as Evil Bad Guy Trip Murphybr br It was great to see Herbie again and I loved the movie intro with material from the old movies If Disney had popped out with some Car 53 jewelry I might have worn some just to be loyal His new feature  was a little inconsistent does he channel the thoughts of his driver Does he now skateboard but whatever We all knew how it was going to end but I do wish he had ended up with someone a little less dopey than Maggie And my head still hurts from that lesson Maggie and we viewers had hammered home br br What would have made the movie worthwhile Have the old Herbie in a real story with a real plot  at the very least Herbies as good as Lassie  but clearly thats asking too much Why is it that Disney always goes back to the same well as Herbie Goes Bananas and the Computer That Wore Tennis Shoes when it comes to innovation br br Im sure this was a great movie for kids and those with no expectations For the rest of usits for when you have the flu and just cant take the suspense of Rear Window,negative
Madhur Bhandarkar directs this film that is supposed to expose the lifestyle of the rich and famous while also providing a commentary on the integrity of journalism todaybr br Celebrities party endlessly they like to be seen at these parties and to get due exposure in the media In fact the film would have us believe that this exposure MAKES celebrities out of socialites and the newspapers have a huge hand in this IMO there is much more synergy between the celebrities and media and it is a I need you you need me kind of relationship However the media needs celebrities more and not vice versa Anyhow in this milieu of constant partying is thrown the social column page 3 of the newspaper reporter Konkana Sen Sharma She is shown as this celebrity maker very popular at the social gatherings She has a good friend in the gay Abhijeet and in the struggling model Rohit Bikram Saluja She rooms with an airhostess  the sassy Pearl Sandhya Mridul and a struggling actress  Gayatri Tara Sharma The editor of the newspaper is Boman Irani and a firebrand crime beat reporter is played by Atul Kulkarni The movie has almost too many plot diversions and characters but does work at a certain level The rich are shown to be rotten to the core for the most part the movie biz shown to be sleazy to the max with casting couch scenarios exploitation of power hunger for media exposure Into all this is layered in homosexuality a homosexual encounter that seems to not have much to do with the story or plot rampant drug use pedophilia police encounter deaths In light of all this Pearls desire to have a super rich husband a socialite daughter indulging in a sexual encounter in a car the bitching women all seem benign illsbr br The film has absolutely excellent acting by Konkana Sen Sharma Atul Kulkarni has almost no role  a pity in my opinion But the supporting cast is more than competent Boman Irani is very good This is what saves the film for me Mr Bhandarkar bites off way more than he can chew or process onto celluloid and turns the film into a free for all bash I wish he had focused on one or two aspects of societal ills and explored them more effectively He berates societal exploitation yet himself exploits all the masala ingredients needed for a film to be successful We have an item number in the framework of a Bollywood theme party the drugged out kids dance a perfectly choreographed dance to a Western beat I hope the next one from Madhur Bhandarkar dares to ditch even more of the Hindi film stereotyped ingredients The film is a brave albeit flawed effort certainly worth a watch,positive
OK so Mr Agramas company which is involved in some dubious business with former Italian PM Silvio Berlusconi produced a horrendous mishmash by a Mr Carl Macekbr br What is this horrendous mishmash Im talking about Well Macek took three entirely unrelated Japanese scifi animated series namely Macross Southern Cross and Mospeada added TONS of dialogue  believing firmly that the American audience is too dumb to understand the narrative and artistic virtue of silence   edited the whole lot heavily for violent content added some metaphysical mumbo jumbo dubbed it using some of the worst voice actors this side of acting Hell Reba Wests singing was  and still is  unbearable and a total outrage especially compared to Mrs Mari Iijima And the result was an 85episode series with hundreds of continuity problems and plot holesbr br Of course the mecha were cool to look at especially those in the Macross Saga and the plot parts that remained unscathed were good But whatever was good about Robotech was not the result of Maceks work or the voice talents he recruited It was because of the toils and efforts of the uncredited  why would I be too bold to accuse HG of plagiarism here Japanese creators Those of us who eventually got wind of the real deal and compared the originals to Robotech now wish we had never been exposed to Robotech The originals are so much better naturally and make a lot more sensebr br Robotech however DID something worthwhile it prompted legendary anime creator Leiji Matsumoto to start a campaign for the protection of Japanese anime creators intellectual property from such unauthorized and uncalledfor reworkings that talentless people like Carl Macek produce,negative
While credited as a Tom and Jerry cartoon this is not the catandmouse team but an earlier MuttandJeff ripoff featuring them going to Africa and disguising themselves in the stereotypical burnt cork makeup to try to blend in While the dialect humor is mostly lame there is a brief musical sequence involving black skeletons that was entertaining I have to ask however how could Tom and Jerry still have their makeup stay on even after being dumped in the water a couple of times One of many entries produced by the Van Beuren Corporation for distribution by RKO Radio Pictures before RKO made a deal with Disney Only worth seeing if youre an animation buff or is interested in how certain ethnicities were stereotyped as entertainment way back when,negative
I have watched anime but Im not a die hard fan and I dont read manga I say this because many of the reviewers who are waxing lyrical about this film seem to have that background I have seen St Johns Wort and although it isnt a masterpiece by any stretch of the imagination it made me pick up Shinobi especially since everyone seems to love itbr br Well I watched it this afternoon and fought very hard to keep watching Yes its very beautiful  the slow motion water scenes the autumn leaves on the trees even the CGI eye flicker  majestic I liked the hawk the costumes even some of the fight scenes but overall this was dull as dirtbr br It seemed as if someone took Romeo and Juliet  the translation even mentions that they are star crossed lovers  and threw in some XMen for good measure Two of the characters split Wolverines powers  the guy dressed in a bear costume had his claws and the greyhaired guy had his ability to heal himself Then you have the girl who has a poison kiss  thats Poison Ivy from Batman Why do they give these women such dumb powers Poison girl shows her leg then kisses you to death Man thats some great power for you And the other girl can create bugs from this yellow dust that she rubs on her hands The other woman one of the star crossed lovers has the power of a hypnotic stare Wowbr br I sort of made it to the end of the film by fast forwarding it and did see a bit more tragedy than I expected Some people are comparing this to House of Flying Daggers and Hero Dont make that mistake They may share similar endings but thats where the similarities end Shinobi is made by an amateur  the other films are made by an experienced filmmakerbr br I would say avoid this film unless youre 12 to 18 years old,negative
This is one of my two or three favorite Stooges shorts and undoubtedly Christine McIntyres best performance with the trio She is good in a number of other shorts but here she is absolutely brilliant Her singing is not funny at all in fact it is downright beautiful but the plot is constructed in such a way that the singing enhances the humor rather than detracting from it We listen to McIntyre sing the entirety of Voice of Spring no less than three times but it never gets old partly because we dont tire of her voice and partly because it blends so well with the Stooges antics The use of operatic soprano in a comedy is reminiscent of Kitty Carlisles role in the Marx Brothers A Night At The Opera but the singing is much more a part of the comedy here than in Opera and McIntyre perhaps more in other performances than here exhibited a comedic talent of her own that Carlisle never did The Stooges buffoonery McIntyres singing and a wellconstructed plot combine for 5 out of 5 stars,positive
Talk about a blast opening Trampa Infernal has the coolest opening credits ever Guided by musical tones that are perhaps slightly inspired by the legendary Friday the 13th theme TshTshTshHaHaHa the names of the lead players appear on screen split up in giant syllables Promising intro of a totally obscure Mexican slasherbackwoods survival thriller and it only becomes cooler with every minute that passes Two extremely competitive and testosteroneoverloaded paintball enemies challenge each other to the ultimate showdown in a sleazy bar According to a newspaper article theres a savage bear loose in the nearby woods and it already killed multiple of the hunters that tried to catch it The challenge includes that whoever kills the bear will be declared the ultimate macho hero with the biggest set of balls Upon arrival however it quickly becomes obvious theyre not up against a bear but a bewildered and utterly maniacal war veteran with quite an arsenal of weapons in his hideout and numerous combat tricks up his sleeve After a whole decade of tame and derivative American slashers this early 90s Mexican effort looks and feels very refreshing and vivid The formula is simplistic but efficient the lead characters are plausible enough and the building up towards the confrontations with the sadist killer is reasonably suspenseful The maniac must have been a fan of Freddy Krueger and Michael Myers as he also uses a selfmade glove with sharp knives attached to it and a white mask to cover his face The murders are pleasingly nasty and barbaric which I was really hoping for since the awesome aforementioned opening sequences and waste a whole lot of gratuitous blood The forestry setting and particularly the camouflaged booby traps are joyously spectacular Trampa Internal is a Mexican slashersurvival sleeper hit that comes warmly recommended to the fans of the genre,positive
Zen and the Art of Lanscaping written and directed by David Kartch is a short film about a young man named David his friends call him Zen and what transpires in one strange day of his life Zen works as a lanscaper for an uppermiddle class family The lady of the house tries to get Zen to help her cheat on her husband Unfortunately her son walks in on them instead of her husband From this point on the movie starts to speed through many revelations between the characters along with the eventual involvement of the man of the house Zen and the Art of Landscaping is witty smart and overall very well written The comedic timing of the actors is also very strong Its a fun light movie that I would strongly recommend,positive
Blank Check is easily one of the worst films of the nineties The plot is completely pointless its overtones of lonliness are pathetic Do you really believe a twelve year old acting as a personal assistant for a millionaire could accomplish everything in this film like buying a mansion for a mere 300 grand The notion let alone the bargainbasement price will only be believed by the most gullible viewers Please respect your intelligence and dont watch this awful awful film,negative
This is one of those movies that you keep thinking about when you wake up the next morning It will give you that warm fuzzy feeling and leave you with a smile on your facebr br Sure we get fed the typical stereotype characters and stories but it does do the trick Entertainbr br Being from Sweden and living in the US for quite sometime it is funny how we react The deadbeat husband is going to kill him She Gabriella is going to die and then there will be a heartbreaking largerthanlife ending We know how these things work everything comes together at the end And it did The characters were somewhat simple they were so elaborate that you didnt really think twice about it nothing was really left for your own imagination The closest would probably be Siv she makes you ask yourself if she indeed was in love with Daniel but thats about itbr br But the movie is beautiful set in rural Norrland the music is absolutely amazing and the characters are lovable Michael Nyqvist is truly genius with his crazy unique look and Frida Hallberg is charming and approachable Maybe a little too nicebr br But most of all this movie makes you feel and that is the most important thing You cry you laugh you hate and you identify I dont know about you guys but that does not happen that often,positive
I dont understand None of this makes any sense exclaims one exasperated character towards the end of Death Smiles at Murder Having just sat through this thoroughly confusing mess of a movie I know exactly how he feels The story by the films director Aristide Massacessi good old Joe Damato using his real name for a change is a clumsy mix of the supernatural murdermystery and pretentious arty rubbish the likes of which will probably appeal to those who admire trippy 70s garbage such as Jess Francos more bizarre efforts but which had me struggling to remain consciousbr br Opening with a hunchback mourning the death of his beautiful sister with whom he had been having an incestuous affair before eventually losing her to a dashing doctor Death Smiles at Murder soon becomes very confusing when the very same woman played by Ewa Aulin who stars in the equally strange Death Laid an Egg is seen alive and kicking the sole survivor of a coach accident that occurs outside the estate of Walter and Eva von Ravensbrück After being invited to stay and recuperate in their home where she is tended to by creepy Dr Sturges Klaus Kinski in a throwaway role the comely lass begins love affairs with both Mr and Mrs Ravensbrück meaning that viewers are treated to some brief but welcome scenes of nookie and lesbian lovinbr br So far so good I thought to myself at this point weve had hunchbacks incest some blood and guts and gratuitous female nudityall ingredients of a great trashy Eurohorror what follows however is a lame attempt by Massacessi to combine giallo style killings ghostly goings on and even elements from Edgar Allan Poes The Black Cat to tell a very silly utterly bewildering and ultimately extremely boring tale of revenge from beyond the gravebr br This film seems to have quite few admirers here on IMDb but given the choice I would much rather watch one of the directors sleazier movies from later in his career I guess incomprehensible meandering surreal 70s Gothic horror just aint my thing 25 out of 10 purely for the cheesy gore and nekkidness rounded up to 3 for IMDb,negative
Honestly when I saw this movie years ago I immediately wanted to turn it off As I sat there for the next 10 minutes or so I realized that the actor playing Navin stole the show His facial expressions and comedic demeanor makes me shake my head as to WHY he hasnt been in more comedies He has this Marty Feldman thing going for him but MUCH MUCH more talenttaking nothing away from Marty The movie really shocked me by how close it was to the original Jerk but then again it was SO MUCH MORE I really think that if this movie was released first and I saw the Steve Martin movie 2nd Id think the 2nd was a cheap ripoff I know it sounds like a BOLD statement but its true I actually like Steve Martin a great deal but his performance is 2nd to the actor in The Jerk Too I wish I could get a copy of it for my collection I urge you to see it if you can find it,positive
You know  Ive been in some towns where the girls werent all that pretty In fact Ive been in some towns where theyre downright ugly But its the first time Ive been in a town where there are no girls at all I am sure the fans of great classic remember this phrase that belongs to Vin one of the TRULY magnificent seven from the first moviebr br Now Id want to rephrase him here You know  Ive seen some movies where the plot isnt all that good In fact Ive seen some movies where the plot is terrible but thats first time in my life that I saw the film where there isnt any plot at allbr br OK Maybe my above statement is little bit over the top but honestly how one can call the plot a crap that is going on in this movie The bad guy oh dont ask me to give you his name because I dont remember and his not even somehow close to Calvera whos name and character is unforgettable is trying to build the church in the name of his late sons that were killed in some battle and this bad guy is kidnapping poor villagers to force them to build the churchbr br first of all how big must be church to have to force hundreds of villagers to build it is it some Egyptian pyramid or something but OK lets stop here about the plot and absolutely forgettable character of a bad guy and lets say few words about The Seven itselfbr br Yul brynners good old Chris always calm always silent talking less but talking wise is gone unfortunately Oh no hes as calm as he was but now hes calmness are so fake that you just dont buy it imagine he meets a good old friend Chico who he must rescue after so many years and there is just a few hi Hello and not even handshake as far as I remember honestly it looks more like meeting of two strangers in some internet chat rather then meeting of Chris and Chico That makes new Chris more look like robocop or terminator rather then our beloved wise quickgunbr br I wont stop here talking about other characters There simply arent ANY imagine if strong actor like Yul Brynner is so much fake forgettable then what will be other characters look likebr br There still are some attempts to give us a background story for each one of them for example one is women favorite guy second is a man with dark past whos wife was raped and killed by indians and he since then is killing everyone and everything that is moving but non of these characters are making any sense or non of them can take your heartbr br I remember I was a little child and when Oreilly Charles Bronsons character died in the first movie I was crying Here I just didnt care about each one of them even if whole of them with all the crew of the film would die it seems I wouldnt care morebr br So please go and SEE THIS MOVIE I recommend it because you wont have the other chance to see something worse then it,negative
The Disney studios remake of their own 1965 slapstick classic concerns a clever feline leading an FBI agent to a kidnapped woman Christina Ricci gives a churlish letmeouttahere performance as the cats owner and the fed is played by Doug E Doug embarrassingly overthetop like a human cartoon A pair of rich neurotics Dyan Cannon and original Cat cast member Dean Jones are funny and the formulaplot still has a little juice left in it but the handling here is so heavy and lugubrious and the cat is so lifeless that its strictly DOA br br  from ,negative
this could be one of the worse movies ive ever seen i dont see how could this ever be described as a horror movie or even a thriller its more like a lumbering drama the scary music is EXCELLENT but since there werent any scary situations the director thought it would be a good idea to use it for everyday activities like taking a dump or walking down stairs the movie had so much potential they had beautiful cinematography sp and interesting characters but it seemed as if the writers assumed you already knew them they would undergo peculiar activities without explanation or even a clue at what they meant this is simply one of those movies that says its about one thing and it something totally different,negative
